Datetime,Total_Load
2017-12-24 19:20:00,85354.97950999999
2017-12-24 19:30:00,85824.21913
2017-12-24 19:40:00,85817.32783
2017-12-24 19:50:00,85464.64267
2017-12-24 20:00:00,85958.02791
2017-12-24 20:10:00,86315.2167
2017-12-24 20:20:00,86066.61499
2017-12-24 20:30:00,85933.91489
2017-12-24 20:40:00,85637.71898
2017-12-24 20:50:00,85072.13277999999
2017-12-24 21:00:00,84442.1758
2017-12-24 21:10:00,83699.85416
2017-12-24 21:20:00,82842.42142
2017-12-24 21:30:00,81966.41265
2017-12-24 21:40:00,80819.69025
2017-12-24 21:50:00,80007.56009
2017-12-24 22:00:00,78980.62752000001
2017-12-24 22:10:00,77778.8416
2017-12-24 22:20:00,76249.67611
2017-12-24 22:30:00,75464.12195
2017-12-24 22:40:00,73721.24564000001
2017-12-24 22:50:00,72389.14035
2017-12-24 23:00:00,70737.97035
2017-12-24 23:10:00,69060.39572
2017-12-24 23:20:00,67586.2884
2017-12-24 23:30:00,65687.16419
2017-12-24 23:40:00,64178.61806
2017-12-24 23:50:00,62711.08335
2017-12-25 00:00:00,61349.521160000004
2017-12-25 00:10:00,59811.400219999996
2017-12-25 00:20:00,58578.57047
2017-12-25 00:30:00,57212.99253
2017-12-25 00:40:00,55933.404010000006
2017-12-25 00:50:00,55003.124939999994
2017-12-25 01:00:00,53934.705870000005
2017-12-25 01:10:00,53201.46613
2017-12-25 01:20:00,52302.88909
2017-12-25 01:30:00,51509.5031
2017-12-25 01:40:00,50571.86836
2017-12-25 01:50:00,50264.97365
2017-12-25 02:00:00,49420.034903
2017-12-25 02:10:00,49040.955779
2017-12-25 02:20:00,48654.039506
2017-12-25 02:30:00,48349.716098
2017-12-25 02:40:00,48327.444046000004
2017-12-25 02:50:00,47762.489306999996
2017-12-25 03:00:00,47885.291293
2017-12-25 03:10:00,47455.776104000004
2017-12-25 03:20:00,47487.621174
2017-12-25 03:30:00,47391.885213
2017-12-25 03:40:00,47117.340029
2017-12-25 03:50:00,47001.429849
2017-12-25 04:00:00,47003.670194
2017-12-25 04:10:00,47159.566827
2017-12-25 04:20:00,46795.854033
2017-12-25 04:30:00,47082.576128
2017-12-25 04:40:00,47068.344143999995
2017-12-25 04:50:00,47369.305193
2017-12-25 05:00:00,47951.39418199999
2017-12-25 05:10:00,48057.528452
2017-12-25 05:20:00,48252.055272000005
2017-12-25 05:30:00,48741.779232
2017-12-25 05:40:00,49259.647455
2017-12-25 05:50:00,51360.349921
2017-12-25 06:00:00,51949.670272
2017-12-25 06:10:00,51962.5166
2017-12-25 06:20:00,51968.150832
2017-12-25 06:30:00,52668.59162399999
2017-12-25 06:40:00,52527.125073
2017-12-25 06:50:00,51770.387775
2017-12-25 07:00:00,51111.349256
2017-12-25 07:10:00,51460.414840000005
2017-12-25 07:20:00,50188.766615
2017-12-25 07:30:00,49422.913182000004
2017-12-25 07:40:00,48561.962235000006
2017-12-25 07:50:00,48810.581594999996
2017-12-25 08:00:00,49752.229403
2017-12-25 08:10:00,50597.35714200001
2017-12-25 08:20:00,51532.616006
2017-12-25 08:30:00,52643.023356
2017-12-25 08:40:00,53725.380838
2017-12-25 08:50:00,54097.748052
2017-12-25 09:00:00,55685.677329000006
2017-12-25 09:10:00,57211.831177
2017-12-25 09:20:00,56340.714589999996
2017-12-25 09:30:00,57234.29794
2017-12-25 09:40:00,58636.075665
2017-12-25 09:50:00,60232.656141
2017-12-25 10:00:00,61467.806367
2017-12-25 10:10:00,62521.87177799999
2017-12-25 10:20:00,63960.102254
2017-12-25 10:30:00,65045.810386000005
2017-12-25 10:40:00,65603.59096100001
2017-12-25 10:50:00,65853.48875599999
2017-12-25 11:00:00,66116.013954
2017-12-25 11:10:00,66950.36486
2017-12-25 11:20:00,67313.757373
2017-12-25 11:30:00,68043.972655
2017-12-25 11:40:00,68059.492704
2017-12-25 11:50:00,68604.896141
2017-12-25 12:00:00,68867.56171000001
2017-12-25 12:10:00,68932.926447
2017-12-25 12:20:00,69085.82161700001
2017-12-25 12:30:00,69350.306953
2017-12-25 12:40:00,69535.01458599999
2017-12-25 12:50:00,69680.81716
2017-12-25 13:00:00,70117.23538999999
2017-12-25 13:10:00,70171.04184
2017-12-25 13:20:00,70180.01439
2017-12-25 13:30:00,70164.27700999999
2017-12-25 13:40:00,69354.24306
2017-12-25 13:50:00,69138.92872
2017-12-25 14:00:00,69393.31358
2017-12-25 14:10:00,69189.33111999999
2017-12-25 14:20:00,69379.0335
2017-12-25 14:30:00,69619.9753
2017-12-25 14:40:00,70052.07247999999
2017-12-25 14:50:00,70087.92902000001
2017-12-25 15:00:00,70047.40978
2017-12-25 15:10:00,69542.34247
2017-12-25 15:20:00,69018.735468
2017-12-25 15:30:00,68504.194888
2017-12-25 15:40:00,68137.57393700001
2017-12-25 15:50:00,68074.58989
2017-12-25 16:00:00,67837.20641500001
2017-12-25 16:10:00,67740.82026000001
2017-12-25 16:20:00,68162.49295
2017-12-25 16:30:00,68859.96361
2017-12-25 16:40:00,69762.25857
2017-12-25 16:50:00,71199.33174
2017-12-25 17:00:00,73348.55322
2017-12-25 17:10:00,78257.58767000001
2017-12-25 17:20:00,83665.99145
2017-12-25 17:30:00,88516.97573
2017-12-25 17:40:00,90405.21375
2017-12-25 17:50:00,91976.15022
2017-12-25 18:00:00,91967.77118000001
2017-12-25 18:10:00,91783.53059999998
2017-12-25 18:20:00,91270.43072
2017-12-25 18:30:00,91251.21466
2017-12-25 18:40:00,91031.83541
2017-12-25 18:50:00,91274.52538
2017-12-25 19:00:00,91090.61417
2017-12-25 19:10:00,91074.92437
2017-12-25 19:20:00,90690.53985
2017-12-25 19:30:00,90313.67379999999
2017-12-25 19:40:00,89261.27070000001
2017-12-25 19:50:00,88739.84737
2017-12-25 20:00:00,88770.57467999999
2017-12-25 20:10:00,90199.9767
2017-12-25 20:20:00,90092.39588000001
2017-12-25 20:30:00,89489.34534
2017-12-25 20:40:00,89255.27076999999
2017-12-25 20:50:00,89175.06395000001
2017-12-25 21:00:00,88582.86433
2017-12-25 21:10:00,87731.54197
2017-12-25 21:20:00,86600.84464
2017-12-25 21:30:00,85191.08510000001
2017-12-25 21:40:00,83765.75955000002
2017-12-25 21:50:00,82034.08757999999
2017-12-25 22:00:00,80786.68953
2017-12-25 22:10:00,79780.05283
2017-12-25 22:20:00,77944.6599
2017-12-25 22:30:00,76924.86782
2017-12-25 22:40:00,75389.98011
2017-12-25 22:50:00,73164.41898
2017-12-25 23:00:00,71045.48107
2017-12-25 23:10:00,69802.68853
2017-12-25 23:20:00,68163.86095
2017-12-25 23:30:00,66442.12077000001
2017-12-25 23:40:00,64533.393599999996
2017-12-25 23:50:00,63222.724910000004
2017-12-26 00:00:00,61680.26099
2017-12-26 00:10:00,60194.044089999996
2017-12-26 00:20:00,58806.54964
2017-12-26 00:30:00,57733.31575
2017-12-26 00:40:00,56654.272509999995
2017-12-26 00:50:00,55384.29068
2017-12-26 01:00:00,54214.695239999994
2017-12-26 01:10:00,53616.602029999995
2017-12-26 01:20:00,52759.306450000004
2017-12-26 01:30:00,52232.90121
2017-12-26 01:40:00,51254.62234
2017-12-26 01:50:00,50738.01813
2017-12-26 02:00:00,50306.422739999995
2017-12-26 02:10:00,49967.01943
2017-12-26 02:20:00,49605.712976
2017-12-26 02:30:00,49208.395198
2017-12-26 02:40:00,48835.694353
2017-12-26 02:50:00,48581.607857
2017-12-26 03:00:00,48593.279241
2017-12-26 03:10:00,48270.876768
2017-12-26 03:20:00,48088.076379
2017-12-26 03:30:00,47704.65375500001
2017-12-26 03:40:00,47863.909006999995
2017-12-26 03:50:00,47596.882313
2017-12-26 04:00:00,47227.585521
2017-12-26 04:10:00,47570.341056000005
2017-12-26 04:20:00,47374.547556000005
2017-12-26 04:30:00,47660.600783
2017-12-26 04:40:00,47244.887947
2017-12-26 04:50:00,47533.210372
2017-12-26 05:00:00,47868.440470999994
2017-12-26 05:10:00,48418.48630799999
2017-12-26 05:20:00,48719.62566800001
2017-12-26 05:30:00,49115.71257
2017-12-26 05:40:00,49477.980923
2017-12-26 05:50:00,51590.67131
2017-12-26 06:00:00,52493.108250000005
2017-12-26 06:10:00,52182.727365
2017-12-26 06:20:00,51846.755884
2017-12-26 06:30:00,51991.835802
2017-12-26 06:40:00,51961.745852
2017-12-26 06:50:00,51471.584766
2017-12-26 07:00:00,51077.831192
2017-12-26 07:10:00,50569.157125
2017-12-26 07:20:00,49501.448633
2017-12-26 07:30:00,48792.083373
2017-12-26 07:40:00,48188.598388000006
2017-12-26 07:50:00,47638.028838
2017-12-26 08:00:00,48941.647171
2017-12-26 08:10:00,50174.321047
2017-12-26 08:20:00,51649.24935600001
2017-12-26 08:30:00,52442.98983
2017-12-26 08:40:00,53369.914539000005
2017-12-26 08:50:00,54511.347546
2017-12-26 09:00:00,55850.61847
2017-12-26 09:10:00,57197.959365
2017-12-26 09:20:00,57838.15288800001
2017-12-26 09:30:00,59383.248829000004
2017-12-26 09:40:00,59417.382176
2017-12-26 09:50:00,60833.57231
2017-12-26 10:00:00,62231.82487
2017-12-26 10:10:00,63232.864219999996
2017-12-26 10:20:00,64256.488379999995
2017-12-26 10:30:00,64836.69743
2017-12-26 10:40:00,64587.118504
2017-12-26 10:50:00,65370.137714
2017-12-26 11:00:00,65873.43975599999
2017-12-26 11:10:00,66621.400991
2017-12-26 11:20:00,67092.55692599999
2017-12-26 11:30:00,67690.512441
2017-12-26 11:40:00,68467.392432
2017-12-26 11:50:00,68492.554444
2017-12-26 12:00:00,68619.355085
2017-12-26 12:10:00,69654.30258100001
2017-12-26 12:20:00,70247.42348
2017-12-26 12:30:00,70852.39087
2017-12-26 12:40:00,70748.01548
2017-12-26 12:50:00,72056.2479
2017-12-26 13:00:00,72593.84892
2017-12-26 13:10:00,73082.87461
2017-12-26 13:20:00,72617.95977999999
2017-12-26 13:30:00,71119.41473
2017-12-26 13:40:00,70314.45018
2017-12-26 13:50:00,69701.76355
2017-12-26 14:00:00,70102.6498
2017-12-26 14:10:00,70877.06108000001
2017-12-26 14:20:00,71700.26162
2017-12-26 14:30:00,71573.80210999999
2017-12-26 14:40:00,72144.20904
2017-12-26 14:50:00,71748.65012
2017-12-26 15:00:00,71592.42252
2017-12-26 15:10:00,71484.05115000001
2017-12-26 15:20:00,71459.09736
2017-12-26 15:30:00,71061.11766999999
2017-12-26 15:40:00,70425.75020000001
2017-12-26 15:50:00,69544.73652
2017-12-26 16:00:00,69084.94185
2017-12-26 16:10:00,69249.83294
2017-12-26 16:20:00,68981.22622
2017-12-26 16:30:00,69377.46151
2017-12-26 16:40:00,70307.39572
2017-12-26 16:50:00,71374.63556000001
2017-12-26 17:00:00,73703.00953000001
2017-12-26 17:10:00,77801.81784999999
2017-12-26 17:20:00,83226.19589999999
2017-12-26 17:30:00,88154.60211
2017-12-26 17:40:00,90871.35996999999
2017-12-26 17:50:00,91870.18891
2017-12-26 18:00:00,91327.47094
2017-12-26 18:10:00,91449.59337
2017-12-26 18:20:00,91643.92478
2017-12-26 18:30:00,91476.31935
2017-12-26 18:40:00,91695.17543999999
2017-12-26 18:50:00,91347.15031
2017-12-26 19:00:00,91189.10722
2017-12-26 19:10:00,91712.91764
2017-12-26 19:20:00,90932.34166
2017-12-26 19:30:00,90425.65265
2017-12-26 19:40:00,90035.49673999999
2017-12-26 19:50:00,89908.35497
2017-12-26 20:00:00,89550.2128
2017-12-26 20:10:00,90302.80737
2017-12-26 20:20:00,90124.11446
2017-12-26 20:30:00,89690.08228
2017-12-26 20:40:00,89531.26199999999
2017-12-26 20:50:00,88923.72919000001
2017-12-26 21:00:00,87481.46427000001
2017-12-26 21:10:00,86387.41987000001
2017-12-26 21:20:00,85909.73781
2017-12-26 21:30:00,84640.70134
2017-12-26 21:40:00,83669.60517000001
2017-12-26 21:50:00,82348.86166
2017-12-26 22:00:00,81099.37327
2017-12-26 22:10:00,79951.51868
2017-12-26 22:20:00,78095.95689
2017-12-26 22:30:00,76482.57738999999
2017-12-26 22:40:00,75381.00544
2017-12-26 22:50:00,73831.66626
2017-12-26 23:00:00,71550.71547
2017-12-26 23:10:00,69798.40063
2017-12-26 23:20:00,68190.4669
2017-12-26 23:30:00,66347.35741
2017-12-26 23:40:00,64945.60051
2017-12-26 23:50:00,63452.790689999994
2017-12-27 00:00:00,61738.232130000004
2017-12-27 00:10:00,60845.88016000001
2017-12-27 00:20:00,59276.54082
2017-12-27 00:30:00,57417.5862
2017-12-27 00:40:00,56182.03302
2017-12-27 00:50:00,55494.76526
2017-12-27 01:00:00,54485.55567
2017-12-27 01:10:00,53365.09487
2017-12-27 01:20:00,52531.19498
2017-12-27 01:30:00,51559.30987
2017-12-27 01:40:00,51040.127420000004
2017-12-27 01:50:00,50335.24819099999
2017-12-27 02:00:00,49833.830931
2017-12-27 02:10:00,49171.417193999994
2017-12-27 02:20:00,48898.453074
2017-12-27 02:30:00,48556.18491
2017-12-27 02:40:00,48361.963383
2017-12-27 02:50:00,47995.52503900001
2017-12-27 03:00:00,47667.354921
2017-12-27 03:10:00,47353.725320000005
2017-12-27 03:20:00,47318.825336
2017-12-27 03:30:00,47154.109872
2017-12-27 03:40:00,47120.835313999996
2017-12-27 03:50:00,47065.118428
2017-12-27 04:00:00,46925.994092999994
2017-12-27 04:10:00,47071.668602
2017-12-27 04:20:00,46964.910369000005
2017-12-27 04:30:00,46979.651105
2017-12-27 04:40:00,46714.989603
2017-12-27 04:50:00,47150.09574199999
2017-12-27 05:00:00,47516.698516
2017-12-27 05:10:00,48049.987022
2017-12-27 05:20:00,48217.272176000006
2017-12-27 05:30:00,48565.139839
2017-12-27 05:40:00,49039.780342
2017-12-27 05:50:00,50738.33897
2017-12-27 06:00:00,51860.601370000004
2017-12-27 06:10:00,51766.93973
2017-12-27 06:20:00,51499.32218799999
2017-12-27 06:30:00,51807.857816
2017-12-27 06:40:00,51879.955844
2017-12-27 06:50:00,51511.272874999995
2017-12-27 07:00:00,51161.52687
2017-12-27 07:10:00,51155.353095
2017-12-27 07:20:00,50428.046671
2017-12-27 07:30:00,49986.701542999996
2017-12-27 07:40:00,49404.933899
2017-12-27 07:50:00,49081.230005
2017-12-27 08:00:00,50166.14971699999
2017-12-27 08:10:00,51411.825790999996
2017-12-27 08:20:00,52255.489319
2017-12-27 08:30:00,54026.730390000004
2017-12-27 08:40:00,54577.619691
2017-12-27 08:50:00,55398.245193999996
2017-12-27 09:00:00,56808.937235000005
2017-12-27 09:10:00,58344.204008
2017-12-27 09:20:00,59760.046666
2017-12-27 09:30:00,60640.216364
2017-12-27 09:40:00,61246.33357799999
2017-12-27 09:50:00,61743.394501
2017-12-27 10:00:00,62535.339789000005
2017-12-27 10:10:00,63647.500638
2017-12-27 10:20:00,65102.40687
2017-12-27 10:30:00,66022.27641300001
2017-12-27 10:40:00,66837.443881
2017-12-27 10:50:00,68416.73637
2017-12-27 11:00:00,68642.46611000001
2017-12-27 11:10:00,69555.13424
2017-12-27 11:20:00,70751.3014
2017-12-27 11:30:00,71274.97415
2017-12-27 11:40:00,71822.51336
2017-12-27 11:50:00,71933.96585
2017-12-27 12:00:00,71526.0549
2017-12-27 12:10:00,71566.02266
2017-12-27 12:20:00,72612.9987
2017-12-27 12:30:00,72669.36523
2017-12-27 12:40:00,72436.59369
2017-12-27 12:50:00,72774.66192
2017-12-27 13:00:00,72621.27729
2017-12-27 13:10:00,72042.05206
2017-12-27 13:20:00,71723.33598
2017-12-27 13:30:00,71512.98966
2017-12-27 13:40:00,71548.52272
2017-12-27 13:50:00,70886.22743
2017-12-27 14:00:00,70928.37586
2017-12-27 14:10:00,70725.89077
2017-12-27 14:20:00,70855.70463000001
2017-12-27 14:30:00,70859.36430999999
2017-12-27 14:40:00,70499.02244
2017-12-27 14:50:00,70349.46721
2017-12-27 15:00:00,70307.69197
2017-12-27 15:10:00,70170.95207
2017-12-27 15:20:00,70666.26485
2017-12-27 15:30:00,70433.51574
2017-12-27 15:40:00,69546.29997
2017-12-27 15:50:00,69242.94219
2017-12-27 16:00:00,69051.14091999999
2017-12-27 16:10:00,69213.80237
2017-12-27 16:20:00,69485.66101
2017-12-27 16:30:00,70549.58283999999
2017-12-27 16:40:00,71242.24026
2017-12-27 16:50:00,72504.12805
2017-12-27 17:00:00,74640.71252
2017-12-27 17:10:00,78957.93656
2017-12-27 17:20:00,83973.14875
2017-12-27 17:30:00,89304.84646999999
2017-12-27 17:40:00,91417.22459
2017-12-27 17:50:00,91617.49718
2017-12-27 18:00:00,91361.32941
2017-12-27 18:10:00,91721.79882
2017-12-27 18:20:00,92027.89175
2017-12-27 18:30:00,92049.83765
2017-12-27 18:40:00,91655.04254000001
2017-12-27 18:50:00,90951.57571
2017-12-27 19:00:00,91031.77665
2017-12-27 19:10:00,91039.31331000001
2017-12-27 19:20:00,90906.14722
2017-12-27 19:30:00,90308.06042000001
2017-12-27 19:40:00,89708.85531999999
2017-12-27 19:50:00,89851.31906000001
2017-12-27 20:00:00,89967.38455
2017-12-27 20:10:00,90366.80016000001
2017-12-27 20:20:00,90362.95097
2017-12-27 20:30:00,90385.00942
2017-12-27 20:40:00,89791.7161
2017-12-27 20:50:00,88772.11356
2017-12-27 21:00:00,87686.21695999999
2017-12-27 21:10:00,87203.87594000001
2017-12-27 21:20:00,86082.91656
2017-12-27 21:30:00,85369.40803
2017-12-27 21:40:00,84121.84075
2017-12-27 21:50:00,83192.67089000001
2017-12-27 22:00:00,82146.18542000001
2017-12-27 22:10:00,81136.65661
2017-12-27 22:20:00,79569.0681
2017-12-27 22:30:00,78035.39897
2017-12-27 22:40:00,75549.19689
2017-12-27 22:50:00,73200.36297
2017-12-27 23:00:00,71186.44957
2017-12-27 23:10:00,69449.50052
2017-12-27 23:20:00,67620.7853
2017-12-27 23:30:00,66520.96362
2017-12-27 23:40:00,65520.74635
2017-12-27 23:50:00,63789.07815
2017-12-28 00:00:00,61976.71519
2017-12-28 00:10:00,60803.2946
2017-12-28 00:20:00,59201.14082
2017-12-28 00:30:00,57789.9614
2017-12-28 00:40:00,56583.24968000001
2017-12-28 00:50:00,55272.4278
2017-12-28 01:00:00,54249.12283
2017-12-28 01:10:00,53599.02209
2017-12-28 01:20:00,52643.13534
2017-12-28 01:30:00,52049.84198999999
2017-12-28 01:40:00,51569.39803
2017-12-28 01:50:00,51194.31007000001
2017-12-28 02:00:00,50570.775727
2017-12-28 02:10:00,49614.884694
2017-12-28 02:20:00,49421.793768
2017-12-28 02:30:00,49186.931878
2017-12-28 02:40:00,48511.212224999996
2017-12-28 02:50:00,48236.037186999994
2017-12-28 03:00:00,47899.038077
2017-12-28 03:10:00,47734.933787
2017-12-28 03:20:00,47816.100367
2017-12-28 03:30:00,47636.81393800001
2017-12-28 03:40:00,47002.86098
2017-12-28 03:50:00,47145.331649
2017-12-28 04:00:00,47227.463339
2017-12-28 04:10:00,47184.400574
2017-12-28 04:20:00,47319.22042
2017-12-28 04:30:00,47129.650929
2017-12-28 04:40:00,47264.924988
2017-12-28 04:50:00,47486.474037
2017-12-28 05:00:00,48059.291577
2017-12-28 05:10:00,48014.964814
2017-12-28 05:20:00,48443.67183200001
2017-12-28 05:30:00,49093.78806
2017-12-28 05:40:00,49575.647613
2017-12-28 05:50:00,51112.368457
2017-12-28 06:00:00,52164.673957
2017-12-28 06:10:00,52044.283652000006
2017-12-28 06:20:00,52289.410959
2017-12-28 06:30:00,52284.98160200001
2017-12-28 06:40:00,52057.379376
2017-12-28 06:50:00,51850.537941
2017-12-28 07:00:00,51248.63136
2017-12-28 07:10:00,50607.394357
2017-12-28 07:20:00,49820.357432000004
2017-12-28 07:30:00,48711.116486
2017-12-28 07:40:00,48199.799518
2017-12-28 07:50:00,48123.417837
2017-12-28 08:00:00,48603.723579000005
2017-12-28 08:10:00,50044.402093
2017-12-28 08:20:00,51621.751024
2017-12-28 08:30:00,52896.85031
2017-12-28 08:40:00,53377.942841
2017-12-28 08:50:00,53547.95622
2017-12-28 09:00:00,55310.233287
2017-12-28 09:10:00,56502.400213
2017-12-28 09:20:00,57661.952908
2017-12-28 09:30:00,58377.071376
2017-12-28 09:40:00,59121.796174
2017-12-28 09:50:00,60125.089733
2017-12-28 10:00:00,61008.320767
2017-12-28 10:10:00,62470.276815000005
2017-12-28 10:20:00,63612.692043999996
2017-12-28 10:30:00,64622.693777
2017-12-28 10:40:00,65581.628499
2017-12-28 10:50:00,65803.224036
2017-12-28 11:00:00,66301.10597
2017-12-28 11:10:00,66779.444079
2017-12-28 11:20:00,67081.973905
2017-12-28 11:30:00,67948.892735
2017-12-28 11:40:00,67969.390426
2017-12-28 11:50:00,68144.518615
2017-12-28 12:00:00,68459.864862
2017-12-28 12:10:00,69159.61646100001
2017-12-28 12:20:00,69625.836443
2017-12-28 12:30:00,70348.154721
2017-12-28 12:40:00,70229.363141
2017-12-28 12:50:00,70635.97480000001
2017-12-28 13:00:00,70425.13153
2017-12-28 13:10:00,70184.34826999999
2017-12-28 13:20:00,70702.87841
2017-12-28 13:30:00,70309.18129
2017-12-28 13:40:00,69411.53568
2017-12-28 13:50:00,69036.7819
2017-12-28 14:00:00,69432.38519
2017-12-28 14:10:00,69314.40392
2017-12-28 14:20:00,69391.99027
2017-12-28 14:30:00,69391.32407
2017-12-28 14:40:00,69652.78549
2017-12-28 14:50:00,69530.30965
2017-12-28 15:00:00,70250.89527000001
2017-12-28 15:10:00,69963.02976
2017-12-28 15:20:00,69629.59965999999
2017-12-28 15:30:00,69300.958206
2017-12-28 15:40:00,68959.829729
2017-12-28 15:50:00,68671.783756
2017-12-28 16:00:00,68685.255678
2017-12-28 16:10:00,68833.6942
2017-12-28 16:20:00,68911.65160900001
2017-12-28 16:30:00,69693.81615
2017-12-28 16:40:00,70816.34965
2017-12-28 16:50:00,72569.92687
2017-12-28 17:00:00,75179.10585
2017-12-28 17:10:00,78682.93572000001
2017-12-28 17:20:00,83369.92060000001
2017-12-28 17:30:00,88721.55915999999
2017-12-28 17:40:00,91090.13649
2017-12-28 17:50:00,91681.51936
2017-12-28 18:00:00,91591.85261999999
2017-12-28 18:10:00,91628.96996
2017-12-28 18:20:00,90937.73348000001
2017-12-28 18:30:00,90311.28725
2017-12-28 18:40:00,90336.23995999999
2017-12-28 18:50:00,90821.76986
2017-12-28 19:00:00,90708.25856
2017-12-28 19:10:00,90761.58729
2017-12-28 19:20:00,89807.22985
2017-12-28 19:30:00,89088.69777999999
2017-12-28 19:40:00,88884.23437
2017-12-28 19:50:00,88482.90672
2017-12-28 20:00:00,88696.43548
2017-12-28 20:10:00,89862.85221
2017-12-28 20:20:00,89775.22826999999
2017-12-28 20:30:00,89632.95514
2017-12-28 20:40:00,89098.24783000001
2017-12-28 20:50:00,89149.15469
2017-12-28 21:00:00,88834.72277
2017-12-28 21:10:00,88539.02544999999
2017-12-28 21:20:00,87260.76991
2017-12-28 21:30:00,85824.31431
2017-12-28 21:40:00,84242.91649
2017-12-28 21:50:00,83684.20126
2017-12-28 22:00:00,82610.00974000001
2017-12-28 22:10:00,82003.60058
2017-12-28 22:20:00,80596.09313
2017-12-28 22:30:00,78633.71431000001
